img_1,img_2,label,dir
c_2_17.jpg,c_2_18.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_2_task-18-annotation-18-by-1-tag-deforest-0.png,10001_0
c_0_18.jpg,c_0_19.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_0_task-19-annotation-19-by-1-tag-deforest-0.png,10001_0
c_1_18.jpg,c_1_19.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_1_task-19-annotation-19-by-1-tag-deforest-0.png,10001_0
c_2_18.jpg,c_2_19.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_2_task-19-annotation-19-by-1-tag-deforest-0.png,10001_0
c_0_19.jpg,c_0_20.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_0_task-20-annotation-20-by-1-tag-deforest-0.png,10001_0
c_1_19.jpg,c_1_20.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_1_task-20-annotation-20-by-1-tag-deforest-0.png,10001_0
c_2_19.jpg,c_2_20.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_2_task-20-annotation-20-by-1-tag-deforest-0.png,10001_0
c_0_20.jpg,c_0_27.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_0_task-27-annotation-21-by-1-tag-deforest-0.png,10001_0
c_1_20.jpg,c_1_27.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_1_task-27-annotation-21-by-1-tag-deforest-0.png,10001_0
c_2_20.jpg,c_2_27.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_2_task-27-annotation-21-by-1-tag-deforest-0.png,10001_0
c_0_27.jpg,c_0_28.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_0_task-28-annotation-22-by-1-tag-deforest-0.png,10001_0
c_1_27.jpg,c_1_28.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_1_task-28-annotation-22-by-1-tag-deforest-0.png,10001_0
c_2_27.jpg,c_2_28.jpg,10001_0\project-4-at-2023-11-10-23-07-d613f6c0\c_2_task-28-annotation-22-by-1-tag-deforest-0.png,10001_0
c_0_0.jpg,c_0_1.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-30-annotation-23-by-1-tag-deforest-0.png,10001_2
c_1_0.jpg,c_1_1.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-30-annotation-23-by-1-tag-deforest-0.png,10001_2
c_2_0.jpg,c_2_1.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-30-annotation-23-by-1-tag-deforest-0.png,10001_2
c_0_1.jpg,c_0_2.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-31-annotation-24-by-1-tag-deforest-0.png,10001_2
c_1_1.jpg,c_1_2.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-31-annotation-24-by-1-tag-deforest-0.png,10001_2
c_2_1.jpg,c_2_2.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-31-annotation-24-by-1-tag-deforest-0.png,10001_2
c_0_2.jpg,c_0_3.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-32-annotation-25-by-1-tag-deforest-0.png,10001_2
c_1_2.jpg,c_1_3.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-32-annotation-25-by-1-tag-deforest-0.png,10001_2
c_2_2.jpg,c_2_3.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-32-annotation-25-by-1-tag-deforest-0.png,10001_2
c_0_3.jpg,c_0_4.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-33-annotation-26-by-1-tag-deforest-0.png,10001_2
c_1_3.jpg,c_1_4.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-33-annotation-26-by-1-tag-deforest-0.png,10001_2
c_2_3.jpg,c_2_4.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-33-annotation-26-by-1-tag-deforest-0.png,10001_2
c_0_4.jpg,c_0_5.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-34-annotation-27-by-1-tag-deforest-0.png,10001_2
c_1_4.jpg,c_1_5.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-34-annotation-27-by-1-tag-deforest-0.png,10001_2
c_2_4.jpg,c_2_5.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-34-annotation-27-by-1-tag-deforest-0.png,10001_2
c_0_5.jpg,c_0_6.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-35-annotation-28-by-1-tag-deforest-0.png,10001_2
c_1_5.jpg,c_1_6.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-35-annotation-28-by-1-tag-deforest-0.png,10001_2
c_2_5.jpg,c_2_6.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-35-annotation-28-by-1-tag-deforest-0.png,10001_2
c_0_6.jpg,c_0_7.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-36-annotation-29-by-1-tag-deforest-0.png,10001_2
c_1_6.jpg,c_1_7.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-36-annotation-29-by-1-tag-deforest-0.png,10001_2
c_2_6.jpg,c_2_7.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-36-annotation-29-by-1-tag-deforest-0.png,10001_2
c_0_7.jpg,c_0_8.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-37-annotation-30-by-1-tag-deforest-0.png,10001_2
c_1_7.jpg,c_1_8.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-37-annotation-30-by-1-tag-deforest-0.png,10001_2
c_2_7.jpg,c_2_8.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-37-annotation-30-by-1-tag-deforest-0.png,10001_2
c_0_8.jpg,c_0_9.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-38-annotation-31-by-1-tag-deforest-0.png,10001_2
c_1_8.jpg,c_1_9.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-38-annotation-31-by-1-tag-deforest-0.png,10001_2
c_2_8.jpg,c_2_9.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-38-annotation-31-by-1-tag-deforest-0.png,10001_2
c_0_9.jpg,c_0_10.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-39-annotation-32-by-1-tag-deforest-0.png,10001_2
c_1_9.jpg,c_1_10.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-39-annotation-32-by-1-tag-deforest-0.png,10001_2
c_2_9.jpg,c_2_10.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-39-annotation-32-by-1-tag-deforest-0.png,10001_2
c_0_10.jpg,c_0_11.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-40-annotation-33-by-1-tag-deforest-0.png,10001_2
c_1_10.jpg,c_1_11.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-40-annotation-33-by-1-tag-deforest-0.png,10001_2
c_2_10.jpg,c_2_11.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-40-annotation-33-by-1-tag-deforest-0.png,10001_2
c_0_11.jpg,c_0_13.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-41-annotation-34-by-1-tag-deforest-0.png,10001_2
c_1_11.jpg,c_1_13.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-41-annotation-34-by-1-tag-deforest-0.png,10001_2
c_2_11.jpg,c_2_13.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-41-annotation-34-by-1-tag-deforest-0.png,10001_2
c_0_13.jpg,c_0_14.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-42-annotation-35-by-1-tag-deforest-0.png,10001_2
c_1_13.jpg,c_1_14.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-42-annotation-35-by-1-tag-deforest-0.png,10001_2
c_2_13.jpg,c_2_14.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-42-annotation-35-by-1-tag-deforest-0.png,10001_2
c_0_14.jpg,c_0_15.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-43-annotation-36-by-1-tag-deforest-0.png,10001_2
c_1_14.jpg,c_1_15.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-43-annotation-36-by-1-tag-deforest-0.png,10001_2
c_2_14.jpg,c_2_15.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-43-annotation-36-by-1-tag-deforest-0.png,10001_2
c_0_15.jpg,c_0_16.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-44-annotation-37-by-1-tag-deforest-0.png,10001_2
c_1_15.jpg,c_1_16.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-44-annotation-37-by-1-tag-deforest-0.png,10001_2
c_2_15.jpg,c_2_16.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-44-annotation-37-by-1-tag-deforest-0.png,10001_2
c_0_16.jpg,c_0_17.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-45-annotation-38-by-1-tag-deforest-0.png,10001_2
c_1_16.jpg,c_1_17.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-45-annotation-38-by-1-tag-deforest-0.png,10001_2
c_2_16.jpg,c_2_17.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-45-annotation-38-by-1-tag-deforest-0.png,10001_2
c_0_17.jpg,c_0_19.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-46-annotation-39-by-1-tag-deforest-0.png,10001_2
c_1_17.jpg,c_1_19.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-46-annotation-39-by-1-tag-deforest-0.png,10001_2
c_2_17.jpg,c_2_19.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-46-annotation-39-by-1-tag-deforest-0.png,10001_2
c_0_19.jpg,c_0_21.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-47-annotation-40-by-1-tag-deforest-0.png,10001_2
c_1_19.jpg,c_1_21.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-47-annotation-40-by-1-tag-deforest-0.png,10001_2
c_2_19.jpg,c_2_21.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-47-annotation-40-by-1-tag-deforest-0.png,10001_2
c_0_21.jpg,c_0_25.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-48-annotation-41-by-1-tag-deforest-0.png,10001_2
c_1_21.jpg,c_1_25.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-48-annotation-41-by-1-tag-deforest-0.png,10001_2
c_2_21.jpg,c_2_25.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-48-annotation-41-by-1-tag-deforest-0.png,10001_2
c_0_25.jpg,c_0_26.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-49-annotation-42-by-1-tag-deforest-0.png,10001_2
c_1_25.jpg,c_1_26.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-49-annotation-42-by-1-tag-deforest-0.png,10001_2
c_2_25.jpg,c_2_26.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-49-annotation-42-by-1-tag-deforest-0.png,10001_2
c_0_26.jpg,c_0_27.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-50-annotation-43-by-1-tag-deforest-0.png,10001_2
c_1_26.jpg,c_1_27.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-50-annotation-43-by-1-tag-deforest-0.png,10001_2
c_2_26.jpg,c_2_27.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-50-annotation-43-by-1-tag-deforest-0.png,10001_2
c_0_27.jpg,c_0_28.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_0_task-51-annotation-44-by-1-tag-deforest-0.png,10001_2
c_1_27.jpg,c_1_28.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_1_task-51-annotation-44-by-1-tag-deforest-0.png,10001_2
c_2_27.jpg,c_2_28.jpg,10001_2\project-5-at-2023-11-11-00-05-2e180986\c_2_task-51-annotation-44-by-1-tag-deforest-0.png,10001_2
c_0_0.jpg,c_0_1.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-52-annotation-45-by-1-tag-deforest-0.png,10002_1
c_1_0.jpg,c_1_1.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-52-annotation-45-by-1-tag-deforest-0.png,10002_1
c_2_0.jpg,c_2_1.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-52-annotation-45-by-1-tag-deforest-0.png,10002_1
c_0_1.jpg,c_0_2.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-53-annotation-46-by-1-tag-deforest-0.png,10002_1
c_1_1.jpg,c_1_2.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-53-annotation-46-by-1-tag-deforest-0.png,10002_1
c_2_1.jpg,c_2_2.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-53-annotation-46-by-1-tag-deforest-0.png,10002_1
c_0_2.jpg,c_0_3.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-54-annotation-47-by-1-tag-deforest-0.png,10002_1
c_1_2.jpg,c_1_3.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-54-annotation-47-by-1-tag-deforest-0.png,10002_1
c_2_2.jpg,c_2_3.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-54-annotation-47-by-1-tag-deforest-0.png,10002_1
c_0_3.jpg,c_0_4.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-55-annotation-48-by-1-tag-deforest-0.png,10002_1
c_1_3.jpg,c_1_4.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-55-annotation-48-by-1-tag-deforest-0.png,10002_1
c_2_3.jpg,c_2_4.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-55-annotation-48-by-1-tag-deforest-0.png,10002_1
c_0_4.jpg,c_0_5.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-56-annotation-49-by-1-tag-deforest-0.png,10002_1
c_1_4.jpg,c_1_5.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-56-annotation-49-by-1-tag-deforest-0.png,10002_1
c_2_4.jpg,c_2_5.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-56-annotation-49-by-1-tag-deforest-0.png,10002_1
c_0_5.jpg,c_0_6.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-57-annotation-50-by-1-tag-deforest-0.png,10002_1
c_1_5.jpg,c_1_6.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-57-annotation-50-by-1-tag-deforest-0.png,10002_1
c_2_5.jpg,c_2_6.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-57-annotation-50-by-1-tag-deforest-0.png,10002_1
c_0_6.jpg,c_0_7.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-58-annotation-51-by-1-tag-deforest-0.png,10002_1
c_1_6.jpg,c_1_7.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-58-annotation-51-by-1-tag-deforest-0.png,10002_1
c_2_6.jpg,c_2_7.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-58-annotation-51-by-1-tag-deforest-0.png,10002_1
c_0_7.jpg,c_0_8.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-59-annotation-52-by-1-tag-deforest-0.png,10002_1
c_1_7.jpg,c_1_8.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-59-annotation-52-by-1-tag-deforest-0.png,10002_1
c_2_7.jpg,c_2_8.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-59-annotation-52-by-1-tag-deforest-0.png,10002_1
c_0_8.jpg,c_0_11.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-60-annotation-53-by-1-tag-deforest-0.png,10002_1
c_1_8.jpg,c_1_11.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-60-annotation-53-by-1-tag-deforest-0.png,10002_1
c_2_8.jpg,c_2_11.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-60-annotation-53-by-1-tag-deforest-0.png,10002_1
c_0_11.jpg,c_0_12.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-61-annotation-54-by-1-tag-deforest-0.png,10002_1
c_1_11.jpg,c_1_12.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-61-annotation-54-by-1-tag-deforest-0.png,10002_1
c_2_11.jpg,c_2_12.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-61-annotation-54-by-1-tag-deforest-0.png,10002_1
c_0_12.jpg,c_0_13.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-62-annotation-55-by-1-tag-deforest-0.png,10002_1
c_1_12.jpg,c_1_13.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-62-annotation-55-by-1-tag-deforest-0.png,10002_1
c_2_12.jpg,c_2_13.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-62-annotation-55-by-1-tag-deforest-0.png,10002_1
c_0_13.jpg,c_0_14.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-63-annotation-56-by-1-tag-deforest-0.png,10002_1
c_1_13.jpg,c_1_14.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-63-annotation-56-by-1-tag-deforest-0.png,10002_1
c_2_13.jpg,c_2_14.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-63-annotation-56-by-1-tag-deforest-0.png,10002_1
c_0_14.jpg,c_0_15.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-64-annotation-57-by-1-tag-deforest-0.png,10002_1
c_1_14.jpg,c_1_15.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-64-annotation-57-by-1-tag-deforest-0.png,10002_1
c_2_14.jpg,c_2_15.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-64-annotation-57-by-1-tag-deforest-0.png,10002_1
c_0_15.jpg,c_0_17.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-65-annotation-58-by-1-tag-deforest-0.png,10002_1
c_1_15.jpg,c_1_17.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-65-annotation-58-by-1-tag-deforest-0.png,10002_1
c_2_15.jpg,c_2_17.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-65-annotation-58-by-1-tag-deforest-0.png,10002_1
c_0_17.jpg,c_0_18.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-66-annotation-59-by-1-tag-deforest-0.png,10002_1
c_1_17.jpg,c_1_18.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-66-annotation-59-by-1-tag-deforest-0.png,10002_1
c_2_17.jpg,c_2_18.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-66-annotation-59-by-1-tag-deforest-0.png,10002_1
c_0_18.jpg,c_0_22.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-67-annotation-60-by-1-tag-deforest-0.png,10002_1
c_1_18.jpg,c_1_22.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-67-annotation-60-by-1-tag-deforest-0.png,10002_1
c_2_18.jpg,c_2_22.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-67-annotation-60-by-1-tag-deforest-0.png,10002_1
c_0_22.jpg,c_0_24.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-68-annotation-61-by-1-tag-deforest-0.png,10002_1
c_1_22.jpg,c_1_24.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-68-annotation-61-by-1-tag-deforest-0.png,10002_1
c_2_22.jpg,c_2_24.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-68-annotation-61-by-1-tag-deforest-0.png,10002_1
c_0_24.jpg,c_0_25.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-69-annotation-62-by-1-tag-deforest-0.png,10002_1
c_1_24.jpg,c_1_25.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-69-annotation-62-by-1-tag-deforest-0.png,10002_1
c_2_24.jpg,c_2_25.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-69-annotation-62-by-1-tag-deforest-0.png,10002_1
c_0_25.jpg,c_0_26.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_0_task-70-annotation-63-by-1-tag-deforest-0.png,10002_1
c_1_25.jpg,c_1_26.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_1_task-70-annotation-63-by-1-tag-deforest-0.png,10002_1
c_2_25.jpg,c_2_26.jpg,10002_1\project-6-at-2023-11-11-08-52-63e1f94b\c_2_task-70-annotation-63-by-1-tag-deforest-0.png,10002_1
c_0_0.jpg,c_0_1.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-71-annotation-64-by-1-tag-deforest-0.png,10002_2
c_1_0.jpg,c_1_1.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-71-annotation-64-by-1-tag-deforest-0.png,10002_2
c_2_0.jpg,c_2_1.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-71-annotation-64-by-1-tag-deforest-0.png,10002_2
c_0_1.jpg,c_0_2.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-72-annotation-65-by-1-tag-deforest-0.png,10002_2
c_1_1.jpg,c_1_2.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-72-annotation-65-by-1-tag-deforest-0.png,10002_2
c_2_1.jpg,c_2_2.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-72-annotation-65-by-1-tag-deforest-0.png,10002_2
c_0_2.jpg,c_0_3.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-73-annotation-66-by-1-tag-deforest-0.png,10002_2
c_1_2.jpg,c_1_3.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-73-annotation-66-by-1-tag-deforest-0.png,10002_2
c_2_2.jpg,c_2_3.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-73-annotation-66-by-1-tag-deforest-0.png,10002_2
c_0_3.jpg,c_0_4.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-74-annotation-67-by-1-tag-deforest-0.png,10002_2
c_1_3.jpg,c_1_4.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-74-annotation-67-by-1-tag-deforest-0.png,10002_2
c_2_3.jpg,c_2_4.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-74-annotation-67-by-1-tag-deforest-0.png,10002_2
c_0_4.jpg,c_0_6.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-76-annotation-68-by-1-tag-deforest-0.png,10002_2
c_1_4.jpg,c_1_6.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-76-annotation-68-by-1-tag-deforest-0.png,10002_2
c_2_4.jpg,c_2_6.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-76-annotation-68-by-1-tag-deforest-0.png,10002_2
c_0_6.jpg,c_0_7.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-77-annotation-69-by-1-tag-deforest-0.png,10002_2
c_1_6.jpg,c_1_7.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-77-annotation-69-by-1-tag-deforest-0.png,10002_2
c_2_6.jpg,c_2_7.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-77-annotation-69-by-1-tag-deforest-0.png,10002_2
c_0_7.jpg,c_0_8.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-78-annotation-70-by-1-tag-deforest-0.png,10002_2
c_1_7.jpg,c_1_8.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-78-annotation-70-by-1-tag-deforest-0.png,10002_2
c_2_7.jpg,c_2_8.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-78-annotation-70-by-1-tag-deforest-0.png,10002_2
c_0_8.jpg,c_0_10.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-79-annotation-71-by-1-tag-deforest-0.png,10002_2
c_1_8.jpg,c_1_10.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-79-annotation-71-by-1-tag-deforest-0.png,10002_2
c_2_8.jpg,c_2_10.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-79-annotation-71-by-1-tag-deforest-0.png,10002_2
c_0_10.jpg,c_0_11.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-80-annotation-72-by-1-tag-deforest-0.png,10002_2
c_1_10.jpg,c_1_11.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-80-annotation-72-by-1-tag-deforest-0.png,10002_2
c_2_10.jpg,c_2_11.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-80-annotation-72-by-1-tag-deforest-0.png,10002_2
c_0_11.jpg,c_0_12.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-81-annotation-73-by-1-tag-deforest-0.png,10002_2
c_1_11.jpg,c_1_12.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-81-annotation-73-by-1-tag-deforest-0.png,10002_2
c_2_11.jpg,c_2_12.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-81-annotation-73-by-1-tag-deforest-0.png,10002_2
c_0_12.jpg,c_0_13.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-82-annotation-74-by-1-tag-deforest-0.png,10002_2
c_1_12.jpg,c_1_13.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_1_task-82-annotation-74-by-1-tag-deforest-0.png,10002_2
c_2_12.jpg,c_2_13.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_2_task-82-annotation-74-by-1-tag-deforest-0.png,10002_2
c_0_13.jpg,c_0_14.jpg,10002_2\project-7-at-2023-11-11-12-09-4cd70db5\c_0_task-83-annotation-75-by-1-tag-deforest-0.png,10002_2
